wavenumber1,beta_sheet1,beta_turn,alpha_helix,beta_sheet,side_chain,wavenumber2,globulins
1686.754225,1.08319E-05,1.19892E-05,3.39294E-09,1.5317E-20,6.99741E-44,,
1686.854607,1.09986E-05,1.18377E-05,3.16816E-09,1.32754E-20,5.44315E-44,,
1686.954988,1.11628E-05,1.16864E-05,2.95756E-09,1.15026E-20,4.2326E-44,,
1687.055369,1.13244E-05,1.15354E-05,2.7603E-09,9.96364E-21,3.29009E-44,,
1687.155751,1.14831E-05,1.13847E-05,2.57558E-09,8.62814E-21,2.55654E-44,,
1687.256132,1.16389E-05,1.12344E-05,2.40265E-09,7.46951E-21,1.98583E-44,,
1687.356514,1.17915E-05,1.10845E-05,2.24079E-09,6.46461E-21,1.54197E-44,,
1687.408,1.18685E-05,1.10078E-05,2.16185E-09,6.00219E-21,1.35414E-44,,
1687.456895,1.19408E-05,1.09351E-05,2.08934E-09,5.59331E-21,1.19689E-44,,
1687.557276,1.20865E-05,1.07861E-05,1.94765E-09,4.83805E-21,9.28701E-45,,
1687.657658,1.22285E-05,1.06376E-05,1.81514E-09,4.18357E-21,7.20348E-45,,
1687.758039,1.23666E-05,1.04897E-05,1.69124E-09,3.61659E-21,5.58538E-45,,
1687.85842,1.25007E-05,1.03423E-05,1.57542E-09,3.12556E-21,4.32919E-45,,
1687.958802,1.26306E-05,1.01956E-05,1.46718E-09,2.70042E-21,3.35433E-45,,
1688.059183,1.27561E-05,1.00495E-05,1.36605E-09,2.33244E-21,2.59806E-45,,
1688.159565,1.2877E-05,9.90414E-06,1.27158E-09,2.01403E-21,2.01157E-45,,
1688.259946,1.29933E-05,9.75945E-06,1.18337E-09,1.73858E-21,1.55692E-45,,
1688.360327,1.31048E-05,9.6155E-06,1.10101E-09,1.50038E-21,1.2046E-45,,
1688.460709,1.32113E-05,9.47233E-06,1.02413E-09,1.29444E-21,9.3167E-46,,
1688.56109,1.33126E-05,9.32995E-06,9.52399E-10,1.11645E-21,7.20321E-46,,
1688.661471,1.34088E-05,9.18841E-06,8.85477E-10,9.6266E-22,5.56716E-46,,
1688.761853,1.34996E-05,9.04772E-06,8.23061E-10,8.29814E-22,4.30117E-46,,
1688.862234,1.35849E-05,8.90791E-06,7.64861E-10,7.15096E-22,3.32187E-46,,
1688.962616,1.36646E-05,8.76901E-06,7.10607E-10,6.16061E-22,2.56462E-46,,
1689.062997,1.37386E-05,8.63105E-06,6.60042E-10,5.30589E-22,1.97928E-46,,
1689.163378,1.38068E-05,8.49404E-06,6.12929E-10,4.56845E-22,1.52699E-46,,
1689.26376,1.38691E-05,8.35802E-06,5.69043E-10,3.93237E-22,1.17763E-46,,
1689.337,1.39109E-05,8.25941E-06,5.38937E-10,3.52426E-22,9.74072E-47,,
1689.364141,1.39255E-05,8.223E-06,5.28172E-10,3.38389E-22,9.07878E-47,,
1689.464523,1.39759E-05,8.08901E-06,4.9012E-10,2.91107E-22,6.99663E-47,,
1689.564904,1.40201E-05,7.95607E-06,4.547E-10,2.5036E-22,5.39007E-47,,
1689.665285,1.40581E-05,7.82419E-06,4.21738E-10,2.15255E-22,4.15092E-47,,
1689.765667,1.409E-05,7.69341E-06,3.91073E-10,1.85019E-22,3.1955E-47,,
1689.866048,1.41156E-05,7.56373E-06,3.6255E-10,1.58985E-22,2.4591E-47,,
1689.966429,1.41349E-05,7.43517E-06,3.36027E-10,1.36575E-22,1.89173E-47,,
1690.066811,1.41478E-05,7.30776E-06,3.1137E-10,1.1729E-22,1.45474E-47,,
1690.167192,1.41545E-05,7.1815E-06,2.88453E-10,1.007E-22,1.1183E-47,,
1690.267574,1.41548E-05,7.05642E-06,2.67159E-10,8.64309E-23,8.59354E-48,,
1690.367955,1.41487E-05,6.93253E-06,2.47377E-10,7.41627E-23,6.60133E-48,,
1690.468336,1.41363E-05,6.80985E-06,2.29006E-10,6.36177E-23,5.06914E-48,,
1690.568718,1.41176E-05,6.68837E-06,2.11947E-10,5.45565E-23,3.89119E-48,,
1690.669099,1.40926E-05,6.56813E-06,1.96113E-10,4.67724E-23,2.98589E-48,,
1690.76948,1.40613E-05,6.44913E-06,1.81418E-10,4.00875E-23,2.29039E-48,,
1690.869862,1.40238E-05,6.33139E-06,1.67784E-10,3.43482E-23,1.75627E-48,,
1690.970243,1.39801E-05,6.2149E-06,1.55138E-10,2.94221E-23,1.34622E-48,,
1691.070625,1.39303E-05,6.09969E-06,1.4341E-10,2.51953E-23,1.03153E-48,,
1691.171006,1.38745E-05,5.98576E-06,1.32537E-10,2.15696E-23,7.90125E-49,,
1691.265,1.38168E-05,5.88025E-06,1.23078E-10,1.86442E-23,6.15368E-49,,
1691.271387,1.38127E-05,5.87312E-06,1.22459E-10,1.84603E-23,6.04996E-49,,
1691.371769,1.3745E-05,5.76178E-06,1.13121E-10,1.57947E-23,4.63078E-49,,
1691.47215,1.36715E-05,5.65174E-06,1.04469E-10,1.35101E-23,3.54323E-49,,
1691.572532,1.35923E-05,5.54301E-06,9.64562E-11,1.15527E-23,2.71012E-49,,
1691.672913,1.35075E-05,5.4356E-06,8.90365E-11,9.876E-24,2.07216E-49,,
1691.773294,1.34172E-05,5.32951E-06,8.21679E-11,8.44026E-24,1.5838E-49,,
1691.873676,1.33215E-05,5.22475E-06,7.5811E-11,7.21118E-24,1.2101E-49,,
1691.974057,1.32206E-05,5.12131E-06,6.99292E-11,6.15931E-24,9.24248E-50,,
1692.074438,1.31146E-05,5.0192E-06,6.44882E-11,5.25936E-24,7.05665E-50,,
1692.17482,1.30036E-05,4.91843E-06,5.94564E-11,4.48963E-24,5.38584E-50,,
1692.275201,1.28877E-05,4.819E-06,5.4804E-11,3.83144E-24,4.10915E-50,,
1692.375583,1.27672E-05,4.7209E-06,5.05036E-11,3.26882E-24,3.13397E-50,,
1692.475964,1.26421E-05,4.62414E-06,4.65295E-11,2.78801E-24,2.38936E-50,,
1692.576345,1.25126E-05,4.52871E-06,4.28578E-11,2.37724E-24,1.82102E-50,,
1692.676727,1.23789E-05,4.43462E-06,3.94665E-11,2.02641E-24,1.38736E-50,,
1692.777108,1.22411E-05,4.34187E-06,3.63347E-11,1.72686E-24,1.0566E-50,,
1692.877489,1.20995E-05,4.25045E-06,3.34435E-11,1.47117E-24,8.04402E-51,,
1692.977871,1.19541E-05,4.16036E-06,3.0775E-11,1.25298E-24,6.12183E-51,,
1693.078252,1.18051E-05,4.0716E-06,2.83126E-11,1.06685E-24,4.65729E-51,,
1693.178634,1.16528E-05,3.98417E-06,2.6041E-11,9.08101E-25,3.54185E-51,,
1693.194,1.16292E-05,3.9709E-06,2.57092E-11,8.85957E-25,3.39637E-51,,
1693.279015,1.14973E-05,3.89805E-06,2.39459E-11,7.72756E-25,2.69259E-51,,
1693.379396,1.13388E-05,3.81325E-06,2.20141E-11,6.57394E-25,2.04624E-51,,
1693.479778,1.11775E-05,3.72977E-06,2.02333E-11,5.59094E-25,1.55448E-51,,
1693.580159,1.10135E-05,3.64759E-06,1.85921E-11,4.75356E-25,1.18048E-51,,
1693.680541,1.08471E-05,3.56672E-06,1.70799E-11,4.04045E-25,8.96139E-52,,
1693.780922,1.06783E-05,3.48714E-06,1.5687E-11,3.43333E-25,6.80044E-52,,
1693.881303,1.05075E-05,3.40885E-06,1.44042E-11,2.9166E-25,5.15873E-52,,
1693.981685,1.03348E-05,3.33184E-06,1.32232E-11,2.47693E-25,3.91194E-52,,
1694.483592,9.44914E-06,2.96577E-06,8.5902E-12,1.08951E-25,9.75676E-53,,
1694.583973,9.26886E-06,2.89629E-06,7.87454E-12,9.23678E-26,7.38279E-53,,
1694.684354,9.08793E-06,2.82803E-06,7.21676E-12,7.82864E-26,5.58444E-53,,
1694.784736,8.90654E-06,2.76099E-06,6.61235E-12,6.63327E-26,4.22263E-53,,
1694.885117,8.72486E-06,2.69515E-06,6.05711E-12,5.61881E-26,3.19177E-53,,
1694.985498,8.54305E-06,2.63051E-06,5.54716E-12,4.75813E-26,2.4117E-53,,
1695.08588,8.36127E-06,2.56706E-06,5.07893E-12,4.02814E-26,1.82163E-53,,
1695.122,8.29591E-06,2.54451E-06,4.92001E-12,3.79356E-26,1.64653E-53,,
1695.186261,8.1797E-06,2.50477E-06,4.64911E-12,3.40916E-26,1.37543E-53,,
1695.286643,7.99848E-06,2.44365E-06,4.25464E-12,2.88448E-26,1.03816E-53,,
1695.387024,7.81777E-06,2.38368E-06,3.89272E-12,2.43984E-26,7.83308E-54,,
1695.487405,7.63772E-06,2.32485E-06,3.56072E-12,2.06315E-26,5.90807E-54,,
1695.587787,7.45847E-06,2.26715E-06,3.25626E-12,1.74412E-26,4.45453E-54,,
1695.688168,7.28015E-06,2.21056E-06,2.97712E-12,1.474E-26,3.3574E-54,,
1695.78855,7.10292E-06,2.15508E-06,2.72126E-12,1.24536E-26,2.52958E-54,,
1695.888931,6.92689E-06,2.10069E-06,2.48679E-12,1.05188E-26,1.90519E-54,,
1695.989312,6.7522E-06,2.04739E-06,2.27198E-12,8.88209E-27,1.43441E-54,,
1696.089694,6.57896E-06,1.99515E-06,2.07523E-12,7.49788E-27,1.07957E-54,,
1696.190075,6.40729E-06,1.94396E-06,1.89506E-12,6.32758E-27,8.12217E-55,,
1696.290456,6.2373E-06,1.89382E-06,1.73012E-12,5.33841E-27,6.10856E-55,,
1696.390838,6.06911E-06,1.84471E-06,1.57916E-12,4.50259E-27,4.5925E-55,,
1696.491219,5.90279E-06,1.79662E-06,1.44102E-12,3.79654E-27,3.45147E-55,,
1696.591601,5.73846E-06,1.74953E-06,1.31466E-12,3.20029E-27,2.593E-55,,
1696.691982,5.57621E-06,1.70343E-06,1.19908E-12,2.6969E-27,1.94736E-55,,
1696.792363,5.41611E-06,1.65831E-06,1.09341E-12,2.27205E-27,1.46195E-55,,
1696.892745,5.25825E-06,1.61416E-06,9.96808E-13,1.91358E-27,1.09715E-55,,
1696.993126,5.10271E-06,1.57095E-06,9.08525E-13,1.6112E-27,8.23076E-56,,
1697.051,5.01411E-06,1.54647E-06,8.61131E-13,1.4589E-27,6.97273E-56,,
1697.093508,4.94954E-06,1.52869E-06,8.27862E-13,1.35621E-27,6.17248E-56,,
1697.193889,4.79882E-06,1.48735E-06,7.5418E-13,1.14125E-27,4.62726E-56,,
1697.29427,4.6506E-06,1.44692E-06,6.86891E-13,9.60091E-28,3.46763E-56,,
1697.394652,4.50494E-06,1.40738E-06,6.25456E-13,8.07454E-28,2.59767E-56,,
1697.495033,4.36189E-06,1.36874E-06,5.6938E-13,6.78889E-28,1.94528E-56,,
1697.595414,4.22148E-06,1.33096E-06,5.18207E-13,5.70631E-28,1.4562E-56,,
1697.695796,4.08376E-06,1.29405E-06,4.7152E-13,4.79499E-28,1.0897E-56,,
1697.796177,3.94876E-06,1.25797E-06,4.28936E-13,4.02806E-28,8.15147E-57,,
1697.896559,3.81652E-06,1.22273E-06,3.90105E-13,3.38282E-28,6.0955E-57,,
1697.99694,3.68705E-06,1.18831E-06,3.54705E-13,2.84013E-28,4.55645E-57,,
1698.097321,3.56037E-06,1.15469E-06,3.22439E-13,2.38381E-28,3.40478E-57,,
1698.197703,3.43651E-06,1.12186E-06,2.93038E-13,2.00024E-28,2.54328E-57,,
1698.298084,3.31546E-06,1.08981E-06,2.66255E-13,1.67791E-28,1.89909E-57,,
1698.398465,3.19725E-06,1.05852E-06,2.41861E-13,1.40711E-28,1.41755E-57,,
1698.498847,3.08187E-06,1.02799E-06,2.1965E-13,1.17968E-28,1.05774E-57,,
1698.599228,2.96932E-06,9.98192E-07,1.99431E-13,9.8873E-29,7.88969E-58,,
1698.69961,2.85959E-06,9.69121E-07,1.81029E-13,8.28449E-29,5.88284E-58,,
1698.799991,2.75269E-06,9.40763E-07,1.64286E-13,6.93951E-29,4.38488E-58,,
1698.900372,2.6486E-06,9.13104E-07,1.49056E-13,5.81123E-29,3.26718E-58,,
1698.979,2.56901E-06,8.91919E-07,1.38096E-13,5.05615E-29,2.59401E-58,,
1699.000754,2.5473E-06,8.86131E-07,1.35206E-13,4.86499E-29,2.43351E-58,,
1699.101135,2.44877E-06,8.59833E-07,1.22613E-13,4.07167E-29,1.81191E-58,,
1699.201517,2.353E-06,8.34197E-07,1.11166E-13,3.40673E-29,1.3486E-58,,
1699.301898,2.25997E-06,8.09209E-07,1.00764E-13,2.84957E-29,1.0034E-58,,
1699.402279,2.16963E-06,7.84857E-07,9.13132E-14,2.38284E-29,7.46298E-59,,
1699.502661,2.08198E-06,7.6113E-07,8.27291E-14,1.99199E-29,5.54872E-59,,
1699.603042,1.99697E-06,7.38015E-07,7.4934E-14,1.66477E-29,4.12398E-59,,
1699.703423,1.91457E-06,7.155E-07,6.78572E-14,1.39091E-29,3.06398E-59,,
1699.803805,1.83475E-06,6.93573E-07,6.14339E-14,1.16176E-29,2.27561E-59,,
1699.904186,1.75747E-06,6.72221E-07,5.56054E-14,9.70089E-30,1.68949E-59,,
1700.004568,1.68269E-06,6.51434E-07,5.03178E-14,8.09807E-30,1.25388E-59,,
1700.104949,1.61037E-06,6.312E-07,4.55221E-14,6.75814E-30,9.30256E-60,,
1700.20533,1.54046E-06,6.11507E-07,4.11736E-14,5.6383E-30,6.8991E-60,,
1700.305712,1.47293E-06,5.92344E-07,3.72315E-14,4.70267E-30,5.11477E-60,,
1700.406093,1.40773E-06,5.737E-07,3.36589E-14,3.92118E-30,3.79057E-60,,
1700.506474,1.34481E-06,5.55563E-07,3.04217E-14,3.26862E-30,2.80819E-60,,
1700.606856,1.28413E-06,5.37922E-07,2.74893E-14,2.72388E-30,2.07966E-60,,
1700.707237,1.22563E-06,5.20768E-07,2.48337E-14,2.26927E-30,1.53958E-60,,
1700.807619,1.16928E-06,5.04089E-07,2.24292E-14,1.88999E-30,1.13935E-60,,
1700.908,1.11502E-06,4.87874E-07,2.02526E-14,1.57366E-30,8.42863E-61,,
